序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
3126,臺中市,2011/05/02,大里,2.7,0.71,444.25,16.4,41,93,48.0,35.59,11.91,23.68,-,2.353,0.35,2.01,-,-,-,25.41,76.03,72.0
3127,臺中市,2011/05/01,大里,2.9,0.53,438.82,12.3,28,46,30.0,26.64,8.51,18.13,-,2.162,0.23,1.93,-,-,-,26.87,67.81,46.0
3128,臺中市,2011/04/30,大里,4.6,0.93,457.9,23.0,46,135,87.0,34.77,6.29,28.48,-,2.56,0.5,2.06,-,-,-,25.4,75.88,92.0
3129,臺中市,2011/04/29,大里,8.2,1.12,464.77,31.0,68,168,99.0,49.05,5.68,43.37,-,2.778,0.65,2.13,-,-,-,25.25,71.5,109.0
3130,臺中市,2011/04/28,大里,4.6,0.74,435.9,43.4,76,111,63.0,28.52,2.11,26.42,-,2.377,0.4,1.98,-,-,-,26.24,67.14,80.0
3131,臺中市,2011/04/27,大里,2.5,0.46,421.96,40.7,70,67,38.0,16.45,2.01,14.44,-,2.05,0.19,1.87,-,-,-,27.56,61.97,76.0
3132,臺中市,2011/04/26,大里,4.9,0.65,443.53,37.2,84,97,53.0,28.95,2.98,25.96,-,2.29,0.32,1.97,-,-,-,25.44,59.5,96.0
3133,臺中市,2011/04/25,大里,6.1,0.6,433.81,56.0,88,95,52.0,25.67,2.36,23.32,-,2.128,0.24,1.89,-,-,-,24.83,52.86,85.0
3134,臺中市,2011/04/24,大里,4.2,0.68,439.74,47.9,97,84,51.0,33.4,5.41,27.98,-,2.334,0.28,2.05,-,-,-,25.16,51.02,89.0
3135,臺中市,2011/04/23,大里,1.9,0.57,418.65,42.5,62,42,27.0,22.02,2.21,19.82,-,2.038,0.16,1.88,-,-,-,23.75,48.84,56.0
3136,臺中市,2011/04/22,大里,3.8,0.51,428.61,41.7,72,86,45.0,22.49,2.53,19.96,-,2.114,0.23,1.88,-,-,-,24.36,62.13,83.0
3137,臺中市,2011/04/21,大里,5.3,0.57,437.26,42.9,79,92,46.0,27.42,3.04,24.39,-,2.21,0.32,1.89,-,-,-,23.2,52.78,79.0
3138,臺中市,2011/04/20,大里,5.0,0.66,439.7,41.5,85,108,50.0,31.18,3.62,27.55,-,2.325,0.35,1.97,-,-,-,22.84,50.27,79.0
3139,臺中市,2011/04/19,大里,4.6,0.73,441.67,45.2,87,118,52.0,33.43,6.08,27.35,-,2.517,0.41,2.1,-,-,-,23.54,51.85,84.0
3140,臺中市,2011/04/18,大里,3.8,0.72,433.6,35.9,62,62,35.0,30.08,3.44,26.64,-,2.326,0.33,2.0,-,-,-,24.08,60.28,67.0
3141,臺中市,2011/04/17,大里,3.9,0.72,437.9,15.5,25,78,48.0,30.75,5.55,25.2,-,2.24,0.24,2.0,-,-,-,23.3,73.73,64.0
3142,臺中市,2011/04/16,大里,3.1,0.47,423.82,22.2,37,72,41.0,17.4,3.08,14.32,-,1.989,0.16,1.83,-,-,-,26.32,66.65,61.0
3143,臺中市,2011/04/15,大里,3.4,0.51,432.42,35.3,65,83,48.0,17.36,2.6,14.76,-,2.072,0.19,1.88,-,-,-,26.04,63.46,68.0
3144,臺中市,2011/04/14,大里,5.3,0.7,444.96,37.5,79,121,67.0,27.48,2.56,24.92,-,2.327,0.36,1.97,-,-,-,24.59,61.17,87.0
3145,臺中市,2011/04/13,大里,5.3,0.66,445.23,35.1,76,108,54.0,37.17,5.79,31.39,-,2.403,0.37,2.03,-,-,-,24.02,62.43,79.0
3146,臺中市,2011/04/12,大里,3.4,0.76,429.48,46.1,88,111,63.0,35.5,2.8,32.71,-,2.288,0.36,1.93,-,-,-,24.52,56.0,80.0
3147,臺中市,2011/04/11,大里,4.2,0.84,449.49,32.6,68,147,93.0,28.99,2.73,26.26,-,2.359,0.29,2.07,-,-,-,23.73,67.74,98.0
3148,臺中市,2011/04/10,大里,5.3,0.68,441.32,35.0,74,136,85.0,26.65,2.81,23.84,-,2.222,0.24,1.98,-,-,-,23.72,72.51,93.0
3149,臺中市,2011/04/09,大里,3.2,0.72,434.79,36.5,79,82,56.0,28.77,2.96,25.81,-,2.185,0.25,1.94,-,-,-,23.77,67.17,77.0
3150,臺中市,2011/04/08,大里,3.5,0.58,433.5,35.1,61,54,34.0,25.9,3.83,22.07,-,2.204,0.3,1.91,-,-,-,23.25,61.67,62.0
3151,臺中市,2011/04/07,大里,4.1,0.64,430.02,33.0,69,91,52.0,32.23,4.5,27.73,-,2.305,0.4,1.9,-,-,-,23.23,60.42,78.0
3152,臺中市,2011/04/06,大里,3.2,0.64,421.26,38.3,79,74,43.0,32.26,4.08,28.18,-,2.197,0.26,1.93,-,-,-,20.32,61.73,89.0
3153,臺中市,2011/04/05,大里,1.5,0.4,409.6,33.4,42,32,24.0,18.24,2.0,16.24,-,1.947,0.1,1.85,-,-,-,17.24,61.89,40.0
3154,臺中市,2011/04/04,大里,2.2,0.45,413.51,29.0,32,37,26.0,20.26,1.55,18.71,-,1.968,0.13,1.84,-,-,-,17.16,70.34,37.0
3155,臺中市,2011/04/03,大里,3.4,0.57,430.94,43.6,77,103,71.0,22.24,2.24,20.0,-,2.18,0.24,1.94,-,-,-,22.76,65.28,79.0
3156,臺中市,2011/04/02,大里,5.4,0.71,446.62,40.2,88,124,82.0,35.89,6.26,29.64,-,2.416,0.38,2.03,-,-,-,22.15,63.47,96.0
3157,臺中市,2011/04/01,大里,5.3,0.82,440.08,36.9,79,140,85.0,39.94,5.83,34.11,-,2.465,0.44,2.03,-,-,-,20.93,69.04,95.0
3158,臺中市,2011/03/31,大里,5.3,0.82,431.31,20.5,49,101,57.0,51.69,10.06,41.63,-,2.483,0.51,1.98,-,-,-,18.9,64.84,76.0
3159,臺中市,2011/03/30,大里,4.6,0.69,427.39,34.1,70,87,51.0,36.65,4.86,31.79,-,2.359,0.37,1.99,-,-,-,18.92,56.0,77.0
3160,臺中市,2011/03/29,大里,2.6,0.48,415.97,44.1,75,55,34.0,22.98,2.77,20.2,-,2.095,0.22,1.88,-,-,-,18.98,53.07,75.0
3161,臺中市,2011/03/28,大里,1.6,0.46,411.75,32.6,44,21,16.0,23.66,2.47,21.2,-,-,-,-,-,-,-,14.85,70.75,43.0
3162,臺中市,2011/03/27,大里,1.9,0.43,415.63,25.9,29,19,15.0,25.32,1.82,23.5,-,-,-,-,-,-,-,12.29,77.88,29.0
3163,臺中市,2011/03/26,大里,2.6,0.48,415.38,25.7,35,40,29.0,26.55,3.04,23.51,-,-,-,-,-,-,-,14.74,65.41,40.0
3164,臺中市,2011/03/25,大里,2.9,0.51,413.64,32.7,40,54,34.0,24.51,2.44,22.07,-,-,-,-,-,-,-,15.91,61.61,52.0
3165,臺中市,2011/03/24,大里,2.6,0.54,417.44,27.8,36,58,38.0,25.35,3.12,22.23,-,2.048,0.18,1.87,-,-,-,16.28,63.77,54.0
3166,臺中市,2011/03/23,大里,1.1,0.48,413.25,28.1,38,40,24.0,22.58,3.08,19.49,-,2.016,0.17,1.85,-,-,-,15.82,64.08,40.0
3167,臺中市,2011/03/22,大里,1.0,0.45,412.49,31.8,42,36,22.0,18.21,2.75,15.46,-,1.98,0.14,1.84,-,-,-,17.93,66.23,38.0
3168,臺中市,2011/03/21,大里,5.2,0.4,417.75,21.1,41,53,30.0,20.95,5.71,15.24,-,2.095,0.21,1.89,-,-,-,26.37,71.6,52.0
3169,臺中市,2011/03/20,大里,4.7,0.79,442.59,38.2,87,93,62.0,30.99,10.63,20.36,-,2.405,0.36,2.05,-,-,-,25.13,70.26,94.0
3170,臺中市,2011/03/19,大里,3.8,0.95,440.41,19.2,40,101,74.0,48.64,13.62,35.02,-,2.451,0.44,2.02,-,-,-,20.04,75.5,76.0
3171,臺中市,2011/03/18,大里,5.5,0.91,443.5,19.1,45,123,73.0,53.94,8.84,45.1,-,2.538,0.51,2.03,-,-,-,18.64,67.83,86.0
3172,臺中市,2011/03/17,大里,4.6,0.63,423.51,33.8,59,88,46.0,33.75,4.27,29.48,-,2.178,0.28,1.9,-,-,-,17.84,52.15,75.0
3173,臺中市,2011/03/16,大里,5.1,0.52,417.88,33.1,41,86,46.0,20.41,2.47,17.94,-,1.982,0.14,1.84,-,-,-,15.29,53.12,68.0
3174,臺中市,2011/03/15,大里,2.6,0.63,431.53,28.2,53,65,42.0,26.87,5.94,20.92,-,2.238,0.3,1.94,-,-,-,19.8,67.06,69.0
3175,臺中市,2011/03/14,大里,4.2,0.77,443.17,23.0,49,-,-,37.36,9.55,27.81,-,2.442,0.41,2.03,-,-,-,23.26,66.03,65.0
3176,臺中市,2011/03/13,大里,2.9,0.77,442.71,29.6,63,83,-,36.8,7.9,28.9,-,2.378,0.32,2.06,-,-,-,21.7,67.33,66.0
3177,臺中市,2011/03/12,大里,4.9,0.8,437.04,25.7,56,93,61.0,47.51,10.94,36.57,-,2.351,0.37,1.98,-,-,-,19.69,69.92,72.0
3178,臺中市,2011/03/11,大里,5.9,0.89,436.98,18.1,32,103,72.0,52.03,13.42,38.61,-,2.438,0.48,1.96,-,-,-,17.59,75.88,76.0
3179,臺中市,2011/03/10,大里,5.2,0.87,441.89,16.7,30,110,76.0,48.94,10.53,38.41,-,2.515,0.47,2.04,-,-,-,18.1,73.63,80.0
3180,臺中市,2011/03/09,大里,5.1,0.94,434.68,28.9,68,124,73.0,49.31,13.33,35.98,-,2.51,0.49,2.02,-,-,-,18.68,66.41,87.0
3181,臺中市,2011/03/08,大里,5.7,0.82,418.2,27.9,38,109,67.0,42.13,10.09,32.03,-,2.343,0.41,1.93,-,-,-,15.71,57.26,80.0
3182,臺中市,2011/03/07,大里,4.6,0.79,417.64,34.0,47,91,67.0,26.4,3.5,22.91,-,2.1,0.19,1.91,-,-,-,16.17,64.13,70.0
3183,臺中市,2011/03/06,大里,6.7,0.94,431.49,23.2,52,129,81.0,49.57,10.87,38.7,-,2.393,0.36,2.03,-,-,-,20.43,67.0,90.0
3184,臺中市,2011/03/05,大里,7.1,0.86,419.62,26.7,62,104,68.0,50.78,12.52,38.26,-,2.353,0.41,1.95,-,-,-,17.36,64.72,77.0
3185,臺中市,2011/03/04,大里,3.6,0.56,403.84,34.2,48,45,31.0,25.97,3.62,22.35,-,2.048,0.2,1.85,-,-,-,15.21,62.38,47.0
3186,臺中市,2011/03/03,大里,3.0,0.55,411.28,27.3,42,66,44.0,25.9,3.17,22.72,-,2.045,0.19,1.85,-,-,-,16.33,66.01,58.0
3187,臺中市,2011/03/02,大里,2.4,0.67,417.76,20.0,32,65,42.0,29.58,4.8,24.82,-,2.092,0.23,1.87,-,-,-,16.74,64.45,58.0
3188,臺中市,2011/03/01,大里,2.6,0.79,433.85,18.1,49,89,58.0,40.37,10.79,29.58,-,2.316,0.33,1.99,-,-,-,18.48,71.63,70.0
3189,臺中市,2011/02/28,大里,4.4,0.78,443.01,26.7,63,95,68.0,38.48,10.21,28.27,-,2.319,0.35,1.98,-,-,-,20.6,69.38,74.0
3190,臺中市,2011/02/27,大里,4.6,0.72,433.6,19.8,43,137,68.0,38.61,6.34,32.27,-,2.176,0.27,1.91,-,-,-,18.97,76.33,94.0
3191,臺中市,2011/02/26,大里,3.8,0.7,422.51,23.5,49,122,70.0,40.61,9.46,31.14,-,2.149,0.25,1.9,-,-,-,18.91,72.23,86.0
3192,臺中市,2011/02/25,大里,5.3,0.9,433.4,18.1,44,121,67.0,59.13,21.43,37.7,-,2.447,0.46,1.99,-,-,-,20.26,71.21,86.0
3193,臺中市,2011/02/24,大里,8.3,0.86,434.11,16.7,40,107,61.0,69.92,29.45,40.46,-,2.516,0.57,1.95,-,-,-,19.44,72.42,78.0
3194,臺中市,2011/02/23,大里,7.1,0.92,440.43,27.7,66,107,69.0,59.76,18.73,41.03,-,2.517,0.54,1.98,-,-,-,19.37,70.01,78.0
3195,臺中市,2011/02/22,大里,3.1,0.83,425.43,22.0,58,81,53.0,43.68,9.73,33.96,-,2.373,0.42,1.95,-,-,-,16.68,69.31,66.0
3196,臺中市,2011/02/21,大里,2.4,0.61,412.64,19.0,27,45,29.0,31.04,5.43,25.61,-,2.124,0.23,1.9,-,-,-,14.27,71.48,45.0
3197,臺中市,2011/02/20,大里,2.1,0.56,411.85,24.9,31,25,22.0,21.1,2.72,18.38,-,1.988,0.1,1.89,-,-,-,13.92,75.49,29.0
3198,臺中市,2011/02/19,大里,2.0,0.77,421.06,8.4,12,37,31.0,34.82,5.87,28.95,-,2.179,0.24,1.94,-,-,-,14.2,77.27,37.0
3199,臺中市,2011/02/18,大里,2.1,0.62,416.15,8.7,19,48,34.0,33.07,6.2,26.86,-,2.148,0.24,1.91,-,-,-,15.56,73.78,48.0
3200,臺中市,2011/02/17,大里,5.2,0.86,429.7,16.8,47,90,59.0,46.7,12.61,34.09,-,2.369,0.38,1.99,-,-,-,17.73,72.29,70.0
3201,臺中市,2011/02/16,大里,4.2,0.94,427.61,9.5,30,72,49.0,54.9,21.55,33.35,-,2.523,0.49,2.03,-,-,-,14.73,76.87,61.0
3202,臺中市,2011/02/15,大里,2.0,0.67,410.31,17.4,28,42,34.0,33.15,7.45,25.69,-,2.156,0.28,1.88,-,-,-,12.3,68.33,42.0
3203,臺中市,2011/02/14,大里,1.4,0.45,412.09,19.5,26,20,20.0,21.56,3.55,18.01,-,-,-,-,-,-,-,10.03,74.09,25.0
3204,臺中市,2011/02/13,大里,3.6,0.63,430.1,16.3,28,68,49.0,33.81,9.27,24.54,-,2.308,0.34,1.97,-,-,-,13.42,71.56,59.0
3205,臺中市,2011/02/12,大里,2.4,0.61,419.67,25.1,35,57,46.0,23.87,3.2,20.67,-,2.077,0.2,1.87,-,-,-,12.87,61.99,54.0
3206,臺中市,2011/02/11,大里,2.0,0.4,413.26,25.5,29,44,25.0,18.96,3.51,15.45,-,1.954,0.13,1.82,-,-,-,13.86,67.64,44.0
3207,臺中市,2011/02/10,大里,3.2,0.85,429.68,29.0,54,115,71.0,32.29,6.07,26.22,-,2.262,0.32,1.95,-,-,-,18.3,69.59,82.0
3208,臺中市,2011/02/09,大里,3.6,0.94,446.03,29.4,64,98,72.0,37.15,7.32,29.83,-,2.476,0.46,2.01,-,-,-,18.59,65.47,74.0
3209,臺中市,2011/02/08,大里,4.4,0.86,431.26,24.7,59,98,68.0,44.63,7.58,37.05,-,-,-,-,-,-,-,19.65,55.01,74.0
3210,臺中市,2011/02/07,大里,3.8,0.64,420.36,28.3,64,76,58.0,33.48,6.81,26.67,-,1.785,0.22,1.57,-,-,-,17.88,61.61,63.0
3211,臺中市,2011/02/06,大里,2.5,0.65,419.01,27.4,61,74,54.0,34.78,9.15,25.63,-,2.271,0.24,2.03,-,-,-,17.31,62.49,62.0
3212,臺中市,2011/02/05,大里,1.5,0.65,420.38,24.8,57,61,45.0,31.02,7.59,23.44,-,2.254,0.24,2.01,-,-,-,17.7,61.98,56.0
3213,臺中市,2011/02/04,大里,1.6,0.63,418.85,24.9,54,58,38.0,26.02,5.84,20.18,-,2.194,0.22,1.98,-,-,-,16.96,67.26,54.0
3214,臺中市,2011/02/03,大里,2.0,0.72,421.14,22.7,51,60,46.0,26.3,8.29,18.02,-,2.216,0.24,1.98,-,-,-,15.67,69.44,55.0
3215,臺中市,2011/02/02,大里,2.0,0.59,408.2,20.1,35,48,33.0,20.6,3.98,16.62,-,2.063,0.15,1.91,-,-,-,14.66,71.96,48.0
3216,臺中市,2011/02/01,大里,2.4,0.63,411.6,21.5,47,57,40.0,31.24,7.89,23.35,-,2.118,0.23,1.89,-,-,-,13.82,67.71,54.0
3217,臺中市,2011/01/31,大里,2.4,0.54,404.27,22.0,30,36,28.0,24.41,4.35,20.03,-,2.028,0.15,1.87,-,-,-,11.71,62.37,36.0
3218,臺中市,2011/01/30,大里,3.5,0.62,408.84,26.5,33,47,40.0,17.48,1.8,15.67,-,2.001,0.12,1.88,-,-,-,12.16,64.3,47.0
3219,臺中市,2011/01/29,大里,2.0,0.43,402.67,25.6,28,27,19.0,17.15,2.52,14.62,-,1.931,0.11,1.83,-,-,-,12.26,65.82,27.0
3220,臺中市,2011/01/28,大里,1.6,0.47,408.53,16.1,23,26,19.0,25.31,6.2,19.11,-,2.07,0.2,1.87,-,-,-,15.34,72.51,26.0
3221,臺中市,2011/01/27,大里,2.6,0.63,413.6,14.8,32,37,23.0,31.16,9.67,21.49,-,2.243,0.32,1.92,-,-,-,16.41,70.32,37.0
3222,臺中市,2011/01/26,大里,3.3,0.59,414.09,14.7,30,37,25.0,33.97,11.56,22.41,-,2.25,0.33,1.92,-,-,-,15.8,69.87,37.0
3223,臺中市,2011/01/25,大里,3.9,0.69,414.9,14.9,29,46,33.0,35.17,7.93,27.24,-,2.194,0.26,1.94,-,-,-,14.48,67.56,46.0
3224,臺中市,2011/01/24,大里,4.1,0.84,424.86,18.9,28,-,31.0,25.77,3.69,22.06,-,2.049,0.21,1.85,-,-,-,14.1,66.9,32.0
3225,臺中市,2011/01/23,大里,4.0,0.66,426.92,15.0,27,-,47.0,31.07,7.96,23.11,-,2.123,0.22,1.9,-,-,-,15.56,70.37,34.0
3226,臺中市,2011/01/22,大里,3.3,0.72,421.96,11.8,16,34,34.0,35.82,9.13,26.69,-,2.161,0.32,1.84,-,-,-,14.27,69.17,34.0
3227,臺中市,2011/01/21,大里,1.8,0.49,411.8,14.3,19,21,15.0,22.73,3.96,18.77,-,1.949,0.15,1.8,-,-,-,14.37,74.64,21.0
3228,臺中市,2011/01/20,大里,3.1,0.77,429.69,10.5,23,54,36.0,40.07,12.85,27.23,-,2.362,0.49,1.87,-,-,-,15.97,75.3,52.0
3229,臺中市,2011/01/19,大里,2.4,0.58,416.13,14.3,30,37,24.0,33.84,9.62,24.22,-,2.12,0.31,1.81,-,-,-,16.89,70.44,37.0
3230,臺中市,2011/01/18,大里,4.0,0.88,436.31,14.5,36,67,40.0,54.6,21.16,33.44,-,2.476,0.52,1.95,-,-,-,13.77,71.87,58.0
3231,臺中市,2011/01/17,大里,2.6,0.6,416.01,19.4,39,33,20.0,34.93,11.58,23.35,-,2.149,0.31,1.84,-,-,-,12.96,59.83,46.0
3232,臺中市,2011/01/16,大里,2.9,0.39,407.6,22.1,31,35,22.0,15.95,1.92,14.02,-,1.89,0.09,1.8,-,-,-,9.12,60.28,35.0
3233,臺中市,2011/01/15,大里,1.1,0.35,405.05,28.5,33,26,16.0,15.3,2.39,12.91,-,1.862,0.08,1.79,-,-,-,12.89,67.26,31.0
3234,臺中市,2011/01/14,大里,1.6,0.69,422.8,11.8,27,50,31.0,39.58,13.64,25.94,-,2.255,0.36,1.89,-,-,-,16.4,76.53,50.0
3235,臺中市,2011/01/13,大里,3.9,0.95,428.27,-,9,56,45.0,54.92,22.69,32.23,-,2.447,0.5,1.95,-,-,-,14.32,74.7,53.0
3236,臺中市,2011/01/12,大里,2.7,0.68,411.6,10.3,17,20,17.0,37.44,12.74,24.7,-,2.127,0.26,1.87,-,-,-,9.12,80.49,20.0
3237,臺中市,2011/01/11,大里,1.7,0.52,405.47,11.8,19,21,17.0,27.19,4.59,22.6,-,2.005,0.19,1.82,-,-,-,11.07,75.24,21.0
3238,臺中市,2011/01/10,大里,2.8,0.6,404.43,13.5,24,30,23.0,29.22,7.62,21.61,-,2.034,0.2,1.84,-,-,-,12.85,68.66,30.0
3239,臺中市,2011/01/09,大里,2.7,0.38,398.25,18.7,25,32,24.0,21.06,2.91,18.15,-,1.921,0.11,1.82,-,-,-,15.74,68.79,32.0
3240,臺中市,2011/01/08,大里,1.5,0.48,402.15,14.7,30,30,20.0,27.36,3.78,23.58,-,2.038,0.19,1.85,-,-,-,15.26,67.82,37.0
3241,臺中市,2011/01/07,大里,2.6,0.49,402.33,14.7,21,34,22.0,24.36,3.75,20.61,-,1.975,0.15,1.83,-,-,-,12.58,63.41,34.0
3242,臺中市,2011/01/06,大里,5.0,0.7,414.88,7.7,11,44,31.0,33.47,8.25,25.22,-,2.08,0.21,1.87,-,-,-,14.31,71.24,44.0
3243,臺中市,2011/01/05,大里,3.2,0.71,414.2,12.4,28,52,38.0,38.29,12.3,25.99,-,2.246,0.36,1.89,-,-,-,16.45,71.98,51.0
3244,臺中市,2011/01/04,大里,2.9,0.61,408.46,16.1,28,47,37.0,27.51,5.32,22.19,-,2.082,0.21,1.88,-,-,-,13.85,67.14,47.0
3245,臺中市,2011/01/03,大里,2.8,0.71,427.57,7.2,13,54,39.0,44.7,17.9,26.81,-,2.23,0.34,1.89,-,-,-,12.97,71.39,52.0
3246,臺中市,2011/01/02,大里,2.3,0.63,420.77,17.6,43,63,44.0,35.19,9.81,25.38,-,2.053,0.25,1.8,-,-,-,12.81,62.42,56.0
3247,臺中市,2011/01/01,大里,3.6,0.51,414.09,16.7,31,60,31.0,30.97,6.58,24.39,-,1.994,0.24,1.76,-,-,-,11.26,51.76,55.0
3248,臺中市,2010/12/31,大里,4.3,0.6,414.13,26.2,40,90,38.0,37.74,11.22,26.5,-,1.971,0.33,1.65,-,-,-,13.6,42.95,70.0
3249,臺中市,2010/12/30,大里,4.0,0.76,428.41,24.8,47,93,53.0,38.6,10.14,28.46,-,2.342,0.56,1.78,-,-,-,15.7,58.89,72.0
3250,臺中市,2010/12/29,大里,5.2,1.12,442.88,23.0,55,76,48.0,64.85,19.58,45.27,-,2.747,0.79,1.96,-,-,-,16.35,54.25,63.0
3251,臺中市,2010/12/28,大里,4.3,0.86,431.17,18.5,47,63,42.0,50.99,16.78,34.21,-,2.62,0.65,1.97,-,-,-,14.12,60.54,56.0
3252,臺中市,2010/12/27,大里,4.2,0.85,426.91,15.6,41,59,39.0,47.97,16.29,31.68,-,2.385,0.51,1.88,-,-,-,12.65,61.02,54.0
3253,臺中市,2010/12/26,大里,3.3,0.41,403.07,22.9,30,33,24.0,17.93,2.28,15.65,-,1.868,0.11,1.76,-,-,-,11.36,62.17,33.0
3254,臺中市,2010/12/25,大里,3.3,0.49,406.1,14.3,19,31,18.0,28.97,5.08,23.89,-,1.993,0.2,1.79,-,-,-,15.96,69.04,31.0
3255,臺中市,2010/12/24,大里,1.3,0.74,428.53,20.7,45,91,58.0,37.76,10.65,27.11,-,2.301,0.41,1.89,-,-,-,18.56,66.5,70.0
3256,臺中市,2010/12/23,大里,7.5,1.19,452.38,24.8,70,146,95.0,59.77,15.67,44.09,-,2.769,0.74,2.03,-,-,-,18.33,66.49,98.0
3257,臺中市,2010/12/22,大里,3.6,0.91,441.98,21.9,53,101,68.0,37.56,6.09,31.48,-,2.312,0.36,1.95,-,-,-,18.08,62.02,76.0
3258,臺中市,2010/12/21,大里,3.3,0.94,444.44,27.2,59,89,56.0,47.62,16.46,31.17,-,2.577,0.57,2.01,-,-,-,17.57,67.65,70.0
3259,臺中市,2010/12/20,大里,4.4,1.12,454.0,20.2,53,83,53.0,55.22,17.17,38.05,-,2.58,0.59,1.99,-,-,-,17.81,67.7,66.0
3260,臺中市,2010/12/19,大里,3.4,0.88,450.97,23.3,57,73,49.0,43.25,11.31,31.94,-,2.482,0.49,1.99,-,-,-,17.22,61.43,62.0
3261,臺中市,2010/12/18,大里,4.0,0.89,452.21,18.7,49,76,49.0,48.94,19.26,29.68,-,2.583,0.67,1.91,-,-,-,12.92,64.32,63.0
3262,臺中市,2010/12/17,大里,5.3,0.65,428.32,18.6,32,64,39.0,32.93,8.37,24.55,-,2.098,0.26,1.84,-,-,-,10.88,61.32,57.0
3263,臺中市,2010/12/16,大里,2.5,0.49,421.94,11.7,18,12,12.0,25.23,5.38,19.83,-,1.977,0.16,1.82,-,-,-,9.92,76.94,21.0
3264,臺中市,2010/12/15,大里,3.7,0.71,437.9,8.4,11,46,31.0,44.4,14.68,29.73,-,2.36,0.44,1.92,-,-,-,18.42,77.29,46.0
3265,臺中市,2010/12/14,大里,2.8,0.7,436.43,11.5,19,63,40.0,34.96,7.19,27.77,-,2.346,0.39,1.95,-,-,-,20.51,72.0,56.0
3266,臺中市,2010/12/13,大里,5.8,1.17,455.97,18.7,44,116,71.0,55.36,15.87,39.5,-,2.954,0.9,2.06,-,-,-,21.1,68.54,83.0
3267,臺中市,2010/12/12,大里,3.7,0.82,445.53,22.7,56,89,56.0,41.04,13.26,27.77,-,2.366,0.41,1.95,-,-,-,18.7,68.72,70.0
3268,臺中市,2010/12/11,大里,5.1,0.97,448.03,15.2,36,104,59.0,53.23,13.56,39.67,-,2.593,0.6,1.99,-,-,-,18.42,62.94,77.0
3269,臺中市,2010/12/10,大里,4.0,0.82,442.88,29.3,62,103,59.0,41.9,7.03,34.86,-,2.501,0.56,1.94,-,-,-,16.5,57.82,76.0
3270,臺中市,2010/12/09,大里,4.0,0.87,447.83,24.3,59,103,58.0,47.52,13.63,33.89,-,2.607,0.6,2.01,-,-,-,14.81,57.88,76.0
3271,臺中市,2010/12/08,大里,3.6,0.6,430.18,30.6,46,80,49.0,25.72,3.81,21.94,-,2.216,0.33,1.89,-,-,-,14.45,52.48,65.0
3272,臺中市,2010/12/07,大里,4.6,0.56,421.42,34.3,43,90,53.0,20.37,1.71,18.67,-,2.079,0.21,1.87,-,-,-,16.94,55.86,70.0
3273,臺中市,2010/12/06,大里,3.5,0.65,432.54,32.1,56,68,41.0,28.11,6.21,21.91,-,2.27,0.3,1.97,-,-,-,22.08,57.97,62.0
3274,臺中市,2010/12/05,大里,3.4,0.9,438.23,19.4,51,109,62.0,36.63,8.84,27.79,-,2.523,0.48,2.05,-,-,-,22.13,65.44,80.0
3275,臺中市,2010/12/04,大里,6.0,0.93,444.41,22.7,60,164,83.0,49.63,10.41,39.22,-,2.545,0.51,2.04,-,-,-,20.27,65.86,107.0
3276,臺中市,2010/12/03,大里,2.6,0.74,430.38,19.5,45,90,51.0,33.09,5.84,27.25,-,2.295,0.34,1.96,-,-,-,20.86,59.49,70.0
3277,臺中市,2010/12/02,大里,4.0,0.77,429.43,18.7,45,90,47.0,43.04,13.56,29.48,-,2.451,0.51,1.94,-,-,-,21.42,71.84,70.0
3278,臺中市,2010/12/01,大里,3.2,0.82,423.89,21.3,58,66,37.0,40.21,10.4,29.81,-,2.507,0.53,1.98,-,-,-,20.8,69.91,65.0
3279,臺中市,2010/11/30,大里,2.2,0.55,404.82,24.7,46,53,29.0,25.46,3.93,21.53,-,2.177,0.26,1.92,-,-,-,20.64,68.24,52.0
3280,臺中市,2010/11/29,大里,3.1,0.59,424.43,25.1,48,103,61.0,24.86,3.23,21.63,-,2.225,0.28,1.94,-,-,-,19.91,72.73,76.0
3281,臺中市,2010/11/28,大里,3.0,0.69,430.77,30.9,71,124,80.0,30.18,4.56,25.62,-,2.3,0.31,1.99,-,-,-,20.71,64.71,87.0
3282,臺中市,2010/11/27,大里,3.8,0.76,426.67,26.7,67,99,62.0,38.64,9.5,29.15,-,2.37,0.43,1.94,-,-,-,20.25,64.05,74.0
3283,臺中市,2010/11/26,大里,3.6,0.66,414.42,23.4,56,65,37.0,36.09,10.23,25.88,-,2.292,0.38,1.92,-,-,-,19.31,61.21,72.0
